name,avg_rating,total_reviews,address,phone_number,website,region,Business Type,email
KoKoB,4.2,"1,690","Rue des Grands Carmes 10, 1000 Bruxelles",02 511 19 50,https://www.kokob.be,brussels,traiteur,
Grimbergen Cafe,4.2,"3,435","Pl. Sainte-Catherine 22, 1000 Bruxelles",02 229 00 09,https://www.grimbergencafe.be,brussels,traiteur,info@grimbergencafe.be
Au Stekerlapatte,4.4,674,"Rue des Prêtres 4, 1000 Bruxelles",02 512 86 81,https://www.austekerlapatte.be,brussels,traiteur,austekerlapatte@gmail.com
The Noodle Bar Brussels,4.3,"1,291","Rue du Marché aux Fromages 15, 1000 Bruxelles",0484 48 42 46,https://www.noodlebar.be,brussels,traiteur,MenuRoeselareroeselare@noodlebar.beBotermarkt
The Noodle Bar Brussels,4.3,"1,291","Rue du Marché aux Fromages 15, 1000 Bruxelles",0484 48 42 46,https://www.noodlebar.be,brussels,traiteur,MenuKortrijkkortrijk@noodlebar.beKortrijk
The Noodle Bar Brussels,4.3,"1,291","Rue du Marché aux Fromages 15, 1000 Bruxelles",0484 48 42 46,https://www.noodlebar.be,brussels,traiteur,Menubrussels@noodlebar.beBrussels
Encore Bruxelles,4.2,410,"Pl. de la Vieille Halle aux Blés 39, 1000 Bruxelles",,https://www.core-bruxelles.be,brussels,traiteur,56restaurant@core-bruxelles.beR9V2
Tonton Garby,4.8,"2,002","Rue Duquesnoy 6, 1000 Bruxelles",0484 29 02 16,,brussels,traiteur,
Restaurant de la Bourse,4.3,223,"Rue de Flandre 32, 1000 Bruxelles",02 511 99 29,,brussels,traiteur,
Au Pleysier,4.6,403,"Borgwal 3, 1000 Bruxelles",02 511 40 00,https://www.aupleysier.be,brussels,traiteur,
Chutney's,3.7,594,"Rue des Eperonniers 34, 1000 Bruxelles",02 505 53 00,https://www.chutneysbrussels.com,brussels,traiteur,info.warwickbrussels@warwickhotels.com
Chutney's,3.7,594,"Rue des Eperonniers 34, 1000 Bruxelles",02 505 53 00,https://www.chutneysbrussels.com,brussels,traiteur,butler.brussels@warwickhotels.com
Un bout d’histoire,4.3,838,"Rue des Chartreux 32, 1000 Bruxelles",02 772 46 77,https://www.un-bout-dhistoire.webador.be,brussels,traiteur,
BBQ Brussels,4.3,3,1000 Brussels,,,brussels,traiteur,
Les Filles,4.2,583,"Rue du Vieux Marché aux Grains 46, 1000 Bruxelles",02 534 04 83,https://www.lesfilles.be,brussels,traiteur,info@lesfilles.be
Amadeo,4.2,"4,642","Rue Sainte-Catherine 26, 1000 Bruxelles",0495 16 77 53,https://www.amadeus-resto.be,brussels,traiteur,
Comptoir des Galeries,4.3,167,"Rue des Bouchers 36, 1000 Bruxelles",02 213 74 70,https://www.thefork.be,brussels,traiteur,
Sensi Concept Store - Restaurant - Brussels,4.2,231,"Rue de la Régence 13, 1000 Bruxelles",02 502 25 21,https://www.maisonsensi.eu,brussels,traiteur,sensibruxelles@gmail.com
La Brouette,3.9,893,"Grand Place 2, 1000 Bruxelles",02 511 20 22,https://www.taverne-brouette.be,brussels,traiteur,
Le Pré Salé,3.9,"1,395","Rue de Flandre 20, 1000 Bruxelles",02 513 65 45,https://www.lepresale.be,brussels,traiteur,
ilili by Jaffa,4.4,243,"Rue Haute 23, 1000 Bruxelles",02 502 17 07,https://www.jaffaport.be,brussels,traiteur,
Mim Restaurant,3.0,388,"Hofberg 2, 1000 Brussel",02 502 95 08,https://www.mim.be,brussels,traiteur,
La Boussole,4.2,350,"Quai au Bois à Brûler 61, 1000 Bruxelles",0473 94 87 83,https://www.restaurant-laboussole.be,brussels,traiteur,
De Pistolei,4.2,674,"Rue de la Madeleine 5, 1000 Bruxelles",02 502 95 02,,brussels,traiteur,
La Roue d'Or,4.2,688,"Rue des Chapeliers 26, 1000 Bruxelles",02 514 25 54,https://www.facebook.com,brussels,traiteur,
Greenwich Café Bruxelles,3.8,749,"Rue des Chartreux 7, 1000 Bruxelles",,,brussels,traiteur,
Restaurant The White Bruxelles,4.8,6,"Av. des Arts 9, 1210 Bruxelles",02 899 83 76,https://www.thewhite-restaurant.com,brussels,traiteur,
Restauration roumaine - Rustic,4.6,"1,210","Rue Grétry 13, 1000 Bruxelles",0474 26 17 48,,brussels,traiteur,
BELI,4.3,346,"Rue Joseph Stevens 11, 1000 Bruxelles",02 538 88 88,https://www.beli.be,brussels,traiteur,
Baraka't Kacem,4.1,560,"Rue de l'Enseignement 55, 1000 Bruxelles",0489 18 60 81,https://www.facebook.com,brussels,traiteur,
Royal Indian Restaurant,4.4,"1,991","Rue de la Fourche 5, 1000 Bruxelles",02 513 07 13,https://www.royalindianbruxelles.be,brussels,traiteur,
Le Wine Bar des Marolles,4.6,361,"Rue Haute 198, 1000 Bruxelles",02 503 62 50,https://www.lewinebardesmarolles.be,brussels,traiteur,
Restaurant Chinois,,,"Rue des Bouchers 55, 1000 Bruxelles",,,brussels,traiteur,
Restaurant L'italiano,4.2,236,"Rue de la Fourche 28, 1000 Bruxelles",02 203 73 93,https://www.restaurant-italiano.brussels,brussels,traiteur,
La Corte Gastronomica,3.3,543,"Rue Grétry 44, 1000 Bruxelles",02 218 50 36,https://www.laltromondo.be,brussels,traiteur,
Bonsoir Clara,4.0,451,"Rue Antoine Dansaert 22, 1000 Bruxelles",02 502 09 90,https://www.bonsoirclara.com,brussels,traiteur,
9 et Voisins,4.5,"2,362","Rue Van Artevelde 1, 1000 Bruxelles",,https://www.9-et-voisins.be,brussels,traiteur,
Artisauce,4.6,247,"Chau. de Waterloo 421, 1050 Ixelles",0470 97 10 12,https://www.artisauce.com,brussels,traiteur,
Saffron Food Persian & Iranian Food BBQ,4.8,"1,198","Rue du Marché aux Fromages 14, 1000 Bruxelles",02 267 29 99,https://www.restaurantsaffron.com,brussels,traiteur,
GourmetBar Brussels City Centre,4.4,19,"Rue de la Vge Noire 32, 1000 Bruxelles",02 505 50 50,https://www.restaurants.accor.com,brussels,traiteur,
Bistro Martin Brussels,4.3,44,"Bd Charlemagne 80, 1000 Bruxelles",02 235 17 28,https://www.martinshotels.com,brussels,traiteur,
Karen Torosyan | Bozar Restaurant,4.4,448,"Rue Baron Horta 3, 1000 Bruxelles",02 503 00 00,https://www.bozarrestaurant.be,brussels,traiteur,info@bozarrestaurant.be
Davi,4.2,723,"Rue Jules Van Praet 22, 1000 Bruxelles",02 511 18 21,,brussels,traiteur,
Restaurant Schuddeveld,4.3,541,"Pt Rue des Bouchers 23, 1000 Bruxelles",0489 17 83 33,,brussels,traiteur,
Les Brigittines,4.4,611,"Pl. de la Chapelle 5, 1000 Bruxelles",02 512 68 91,https://www.lesbrigittines.com,brussels,traiteur,cuisinierinfo@lesbrigittines.com02
Les Brigittines,4.4,611,"Pl. de la Chapelle 5, 1000 Bruxelles",02 512 68 91,https://www.lesbrigittines.com,brussels,traiteur,3info@lesbrigittines.comou
Thai Talks,4.1,367,"Rue des Pierres 51, 1000 Bruxelles",0487 84 74 79,https://www.thai-talks.be,brussels,traiteur,
Shahrazad,4.4,"1,035","Rue Jourdan 28, 1060 Saint-Gilles",0466 01 38 92,,brussels,traiteur,
Lunch Garden Bruxelles,3.8,963,"Rue Neuve 111, 1000 Bruxelles",02 219 35 79,https://www.lunchgarden.be,brussels,traiteur,
Taverne du Passage,3.9,"1,031","Galerie de la Reine 30, 1000 Brussel",02 512 14 13,https://www.latavernedupassage.be,brussels,traiteur,
Barge,4.8,283,"Bd d'Ypres 33, 1000 Bruxelles",02 425 73 60,https://www.bargerestaurant.be,brussels,traiteur,info@bargerestaurant.be
65 degrés,4.8,428,"Av. Louise 173, 1000 Bruxelles",02 374 54 50,https://www.65degres.be,brussels,traiteur,info@65degres.be
65 degrés,4.8,428,"Av. Louise 173, 1000 Bruxelles",02 374 54 50,https://www.65degres.be,brussels,traiteur,Presseinfo@65degres.be
Brasserie de la Reine,3.8,288,"Rue de la Montagne 22, 1000 Bruxelles",02 449 97 08,https://www.brasseriedelareine.com,brussels,traiteur,
Le Paon,3.4,419,"Grand Place 35, 1000 Bruxelles",02 207 86 13,https://www.lepaonbrussels.com,brussels,traiteur,
Woodpecker St. Cath.,4.2,881,"Quai au Bois à Brûler 27, 1000 Bruxelles",,https://www.woodpecker.family,brussels,traiteur,
BOU SAID,3.4,5,"Rue Chair et Pain, 1000 Bruxelles",,,brussels,traiteur,
Bar - Restaurant,,,"Rue Longue Vie, 1050 Bruxelles",0487 20 30 40,https://www.itemdifferent.blogspot.com,brussels,traiteur,
Nuits Saint-Georges - Restaurant Bruxelles centre,3.8,322,"Rue Grétry 52, 1000 Bruxelles",0486 20 35 08,https://www.nuits-saint-georges.be,brussels,traiteur,nuitssaintgeorges1@gmail.com
Samouraï,4.2,753,"Rue du Fossé aux Loups 28/B, 1000 Bruxelles",02 217 56 39,https://www.samourai-bruxelles.be,brussels,traiteur,
Yi Chan,4.3,"1,076","Rue Jules Van Praet 13, 1000 Bruxelles",02 502 87 66,https://www.yichanbrussels.com,brussels,traiteur,
Le Perroquet,4.0,"1,697","Rue Watteeu 31, 1000 Bruxelles",02 512 99 22,https://www.facebook.com,brussels,traiteur,
Humphrey Chez Pias,4.0,250,"Rue Saint-Laurent 36/38, 1000 Bruxelles",02 219 39 16,https://www.humphreyrestaurant.com,brussels,traiteur,BrusselsBelgiuminfo@humphreyrestaurant.com
Humphrey Chez Pias,4.0,250,"Rue Saint-Laurent 36/38, 1000 Bruxelles",02 219 39 16,https://www.humphreyrestaurant.com,brussels,traiteur,info@humphreyrestaurant.com
ARTFOOD TRAITEUR Unique catering with sense,4.7,79,"Rue de Vrière 71, 1020 Bruxelles",02 732 33 85,https://www.artfood.be,brussels,traiteur,
Catering Tito's Brussels.,5.0,32,,02 833 54 62,https://www.cateringtitos.com,brussels,traiteur,info@cateringtitos.comTVA
MiTentaTutto Traiteur,4.7,165,"Rue de Wand 43, 1020 Bruxelles",02 269 66 20,https://www.mitentatutto.be,brussels,traiteur,info@mitentatutto.be
EATING POINT - traiteur corporate & event catering,4.7,45,"Rue de Theux 81, 1050 Ixelles",0474 30 66 57,https://www.eatingpoint.be,brussels,traiteur,info@eatingpoint.be
Traiteur Gianni,4.8,89,"Av. Houba de Strooper 42, 1020 Bruxelles",02 478 61 81,https://www.traiteurgianni.be,brussels,traiteur,
PANDIN COMPTOIRS - BRUXELLES,4.5,26,"Rue de la Fourche 47, 1000 Bruxelles",02 513 12 09,https://www.pandin.be,brussels,traiteur,
Fait Maison,4.6,224,"Chau. de Vleurgat 158, 1000 Bruxelles",02 648 19 31,https://www.faitmaison.be,brussels,traiteur,
Les Frères Debekker-Traiteur,4.8,38,"Rue Charles Degroux 95, 1040 Etterbeek",02 736 00 40,https://www.lesfreresdebekker.be,brussels,traiteur,traiteur@lesfreresdebekker.be
Traiteur Grains De Sel,4.6,35,,,,brussels,traiteur,
Pick Eat,4.9,56,"Rue de Dublin 19, 1050 Ixelles",,https://www.pickeat.be,brussels,traiteur,
Traiteur Plasky,4.6,60,"Av. Eugène Plasky 56, 1030 Schaerbeek",02 733 09 49,https://www.facebook.com,brussels,traiteur,
Traiteur Soleil du Midi de Bruxelles,4.3,78,"Av. des Celtes 9, 1040 Etterbeek",02 733 96 21,https://www.soleildumidi.be,brussels,traiteur,
Traiteur Quent on a faim,4.8,20,"Rue Dieudonné Lefèvre 4, 1020 Bruxelles",02 431 09 30,https://www.quentonafaim.be,brussels,traiteur,info@quentonafaim.be
Traiteur Fleur de sel - Coppenole Frederic,4.5,47,"Steenweg op Brussel 291, 1780 Wemmel",0477 93 42 72,https://www.traiteurfleurdesel.be,brussels,traiteur,
Slurps - BioTraiteur - Végan,4.6,24,,0477 92 74 11,https://www.slurps.be,brussels,traiteur,
Brussels sprouts,4.4,71,"Bd Louis Schmidt 1, 1040 Bruxelles",02 359 92 40,https://www.chouxdebruxelles.be,brussels,traiteur,info@chou.be
Traiteur du Parc,4.4,10,"Font St Landry 13, 1120 Bruxelles",02 538 66 99,https://www.traiteurduparc.be,brussels,traiteur,
Ethnisch Eten,4.9,26,"Rue de la Croix de Fer 14, 1000 Bruxelles",0497 11 69 79,https://www.ethnicfoods.be,brussels,traiteur,ethnicfoods@hotmail.fr
Traiteur Papillon,5.0,32,"Parv. Saint-Henri 52, 1200 Bruxelles",02 733 06 60,https://www.traiteurpapillon.be,brussels,traiteur,
SkateSandwich - Traiteur,4.8,42,"Av. Houba de Strooper 91, 1020 Bruxelles",02 478 66 69,https://www.skatesandwich.be,brussels,traiteur,
gàstra,5.0,81,"Rue de l'Enseignement 110, 1000 1000 - Bruxelles",0499 38 73 71,https://www.gastra.be,brussels,traiteur,00Info@gastra.be
gàstra,5.0,81,"Rue de l'Enseignement 110, 1000 1000 - Bruxelles",0499 38 73 71,https://www.gastra.be,brussels,traiteur,info@gastra.be
L'Atlantide Catering,4.8,43,"Rue Charles Degroux 8, 1040 Etterbeek",02 734 88 87,https://www.atlantideresto.be,brussels,traiteur,
Gourmart,4.8,35,"Malibranstraat 111/113, 1050 Elsene",,https://www.gourmart.be,brussels,traiteur,info@gourmart.be
Traiteur de la Villa Lorraine - Uccle,3.9,128,"Chau. de Waterloo 1095, 1180 Bruxelles",02 511 44 83,https://www.lavillalorrainetraiteur.be,brussels,traiteur,uccle@villatraiteur.be
Traiteur de la Villa Lorraine - Uccle,3.9,128,"Chau. de Waterloo 1095, 1180 Bruxelles",02 511 44 83,https://www.lavillalorrainetraiteur.be,brussels,traiteur,lasne@villatraiteur.be
Traiteur de la Villa Lorraine - Uccle,3.9,128,"Chau. de Waterloo 1095, 1180 Bruxelles",02 511 44 83,https://www.lavillalorrainetraiteur.be,brussels,traiteur,stockel@villatraiteur.be
Traiteur de la Villa Lorraine - Uccle,3.9,128,"Chau. de Waterloo 1095, 1180 Bruxelles",02 511 44 83,https://www.lavillalorrainetraiteur.be,brussels,traiteur,overijse@villatraiteur.be
Traiteur de la Villa Lorraine - Uccle,3.9,128,"Chau. de Waterloo 1095, 1180 Bruxelles",02 511 44 83,https://www.lavillalorrainetraiteur.be,brussels,traiteur,waterloo@villatraiteur.be
Traiteur de la Villa Lorraine - Uccle,3.9,128,"Chau. de Waterloo 1095, 1180 Bruxelles",02 511 44 83,https://www.lavillalorrainetraiteur.be,brussels,traiteur,traiteur@voltaire-restaurant.be
Traiteur Grégory Vaulet,5.0,11,"Av. du Général de Gaulle 43, 1050 Ixelles",02 580 13 78,https://www.gregory-vaulet.com,brussels,traiteur,
Fait Maison Schuman,4.6,11,"Rue Franklin 40, 1000 Bruxelles",02 648 19 31,https://www.faitmaison.be,brussels,traiteur,
Dans La Forêt | Traiteur - Table d'Hôtes,4.8,54,"Rue Vanderkindere 440, 1180 Uccle",02 479 09 99,https://www.danslaforet.be,brussels,traiteur,info@danslaforet.be
Traiteur François,3.4,42,"Pl. Sainte-Catherine 12, 1000 Bruxelles",02 512 32 77,https://www.traiteur-francois.be,brussels,traiteur,
Rama Rao Traiteur Bruxelles,4.8,13,,02 378 00 46,https://www.ramarao.eu,brussels,traiteur,sales@ramarao.bebottom
FRIENDS TRAITEUR GREC & EVENTS BRUXELLES,4.4,196,"Pl. Edouard Pinoy 5A, 1160 BRUXELLES",02 675 34 95,https://www.eatbu.com,brussels,traiteur,
Traiteur Cheese Snack story,3.6,20,"Pl. Peter Benoit 2, 1120 Bruxelles",0486 93 20 57,https://www.cheesesnackstory.be,brussels,traiteur,
Chez Mama,4.2,9,"Av. Guillaume Gilbert 24, 1050 Bruxelles",0474 35 89 58,https://www.chezmama.be,brussels,traiteur,
La Vérité Si Je Mange,4.2,176,"Chau. de Charleroi 45, 1060 Saint-Gilles",02 538 65 81,https://www.laveritesijemange.be,brussels,traiteur,laveritesijemange@hotmail.com
"Traiteur Roland, boucherie artisanale - ambachtelijke slagerij",3.8,320,"Av. des Saisons 94, 1050 Bruxelles",02 648 68 59,https://www.traiteur-roland.be,brussels,traiteur,Info@traiteur-roland.be
Mediterranea food & events SPRL,4.3,44,"Chau. de Louvain 446, 1030 Schaerbeek",02 230 62 74,https://www.mediterraneafood.be,brussels,traiteur,info@mediterraneafood.be
PANDIN COMPTOIRS - WOLUWE,4.9,12,"Av. des Franciscains 12, 1150 Woluwe-Saint-Pierre",02 513 12 09,https://www.pandin.be,brussels,traiteur,
Fonteyne The Kitchen Fort Jaco,4.4,121,"Chau. de Waterloo 1395, 1180 Uccle",02 375 48 75,https://www.fonteynethekitchen.be,brussels,traiteur,
Le P'tit Normand,4.6,75,"Rue de Tabora 8, 1000 Bruxelles",02 513 00 93,https://www.leptitnormand.be,brussels,traiteur,contact@leptitnormand.be
Mixwithlove,4.8,5,"Rue Émile Féron 115, 1060 Bruxelles",02 512 47 03,https://www.mixwithlove.be,brussels,traiteur,
Le Petit Nuage,5.0,20,,0472 83 61 93,https://www.lepetitnuage.be,brussels,traiteur,93contact@lepetitnuage.be
Bonapco – traiteur et organisateur de réception à Bruxelles.,4.9,17,"Rue du Trône 49, 1050 Bruxelles",02 534 69 59,https://www.traiteur-coppe.be,brussels,traiteur,contact@traiteur-coppe.be
EAT WELL,4.3,186,"Galerie Ravenstein, Kantersteen 22, 1000 Brussel",02 437 65 95,https://www.eatwell.brussels,brussels,traiteur,info@eatwell.brussels
"""Cortoos "" Van Den Berge QFS",4.5,275,"Chau. de Jette 610, 1090 Jette",02 426 01 47,https://www.traiteur-cortoos.be,brussels,traiteur,info@traiteur-cortoos.be
Savoury Traiteur,4.5,30,"Stationsstraat 80A, 1630 Linkebeek",0479 93 03 58,https://www.savourytraiteur.be,brussels,traiteur,info@savourytraiteur.be
Alimentation,4.7,79,"Rue du Page 58, 1050 Ixelles",02 538 21 80,https://www.alimentationbxl.be,brussels,traiteur,
Les Délices du Liban,4.6,245,"Rue de Heembeek 282, 1120 Bruxelles",0489 00 09 10,https://www.delicesduliban.be,brussels,traiteur,info@delicesduliban.be
Royale Dujardin,4.4,30,"Av. Adolphe Buyl 6, 1050 Ixelles",02 554 18 60,https://www.royale-dujardin.be,brussels,traiteur,info@royale-dujardin.be
Fonteyne The Kitchen,4.2,105,"Rue Gérard 107, 1040 Etterbeek",02 734 08 02,https://www.fonteynethekitchen.be,brussels,traiteur,
Lasagneria Traiteur italien Uccle,4.5,87,"Rue Général Mac Arthur 18, 1180 Uccle",02 344 96 82,https://www.lasagneria.be,brussels,traiteur,
Foodiz,4.2,9,"Rue Dieudonné Lefèvre 27/1, 1020 Bruxelles",0471 64 07 84,https://www.foodiz.be,brussels,traiteur,
Comme Chez Nous... Pour Vous,4.1,43,"Rue Pierre Timmermans 12, 1090 Jette",02 511 31 34,https://www.traiteur-jette.be,brussels,traiteur,
Vedat,4.9,94,"Rue Jean-Baptiste Meunier 53A, 1050 Ixelles",02 726 33 25,https://www.traiteur-vedat.be,brussels,traiteur,27263325cookvedat@hotmail.com
Vedat,4.9,94,"Rue Jean-Baptiste Meunier 53A, 1050 Ixelles",02 726 33 25,https://www.traiteur-vedat.be,brussels,traiteur,+3227263325cookvedat@hotmail.com
Delitraiteur Eat & Go Brussels-Central station,2.7,38,"Carr de l'Europe 2, 1000 Bruxelles",02 380 88 37,https://www.delitraiteur.com,brussels,traiteur,info@delitraiteur.be
Chop N' Drinks,4.2,6,"Rue Royale 127, 1000 Bruxelles",0486 12 51 85,,brussels,traiteur,
Agape,3.7,32,"Av. Antoon Van Osslaan 1 bus24, 1120 Bruxelles",,https://www.agapebrussel.be,brussels,traiteur,g.mouton@agapebrussel.be
Agape,3.7,32,"Av. Antoon Van Osslaan 1 bus24, 1120 Bruxelles",,https://www.agapebrussel.be,brussels,traiteur,helpdesk@agapebrussel.be
Agape,3.7,32,"Av. Antoon Van Osslaan 1 bus24, 1120 Bruxelles",,https://www.agapebrussel.be,brussels,traiteur,eveline.dhaene@agapebrussel.be
Agape,3.7,32,"Av. Antoon Van Osslaan 1 bus24, 1120 Bruxelles",,https://www.agapebrussel.be,brussels,traiteur,Lynn.Vanhaecht@agapebrussel.be
Atlantide (L'),4.5,269,"Rue Franklin 73, 1000 Bruxelles",02 736 20 02,https://www.atlantideresto.be,brussels,traiteur,
Saveurs & Délicatesses - Traiteur - Bruxelles,4.3,7,"Bd de l'Humanité 100, 1190 Forest",02 734 86 45,,brussels,traiteur,
Traiteur italien Bella Italia,4.0,207,"Chau. d'Alsemberg 777, 1180 Uccle",02 376 75 60,https://www.labellaitalia.eu,brussels,traiteur,
Traiteur les Gaillards,4.6,9,"Rue Beeckman 102, 1180 Uccle",0474 28 89 48,https://www.traiteurlesgaillards.be,brussels,traiteur,traiteurlesgaillards@gmail.com
POP POT,5.0,6,"Rue Berthelot 106-108 Boîte 6, 1190 Forest",0489 06 46 02,https://www.pop-pot.com,brussels,traiteur,
Lee Chi Ko,4.8,16,"Rue Vanderlinden 20, 1030 Bruxelles",0472 44 96 16,https://www.leechiko.be,brussels,traiteur,
Vishandel traiteur,4.4,20,"Rue Haute 246, 1000 Bruxelles",0475 38 43 67,,brussels,traiteur,
Gout Et Vie,4.3,3,"Rue Juliette Wytsman 57, 1050 Ixelles",02 649 18 49,https://www.goutetvie.eu,brussels,traiteur,
Sea side,4.4,39,"Rue Vanderkindere 476, 1180 Uccle",02 346 26 96,https://www.facebook.com,brussels,traiteur,
Be To Be - Lebanese Street Food (Bruxelles),5.0,13,"Av. Louise 287, 1050 Bruxelles",0488 15 31 53,https://www.shop.betobe.restaurant,brussels,traiteur,
La Boucherie,4.4,103,"Pl. Bara 6, 1070 Anderlecht",02 521 10 30,,brussels,traiteur,
Jardin Asiatique,4.6,65,"Av. Rogier 329, 1030 Schaerbeek",02 256 25 21,https://www.jardin-asiatique.be,brussels,traiteur,
Zugoe,4.7,10,"Vilvoordsesteenweg 408, 1850 Grimbergen",0488 09 58 95,https://www.zugoe.be,brussels,traiteur,
Restaurant Persia,4.2,306,"Rue des Chapeliers 30, 1000 Bruxelles",0468 06 46 76,https://www.restopersia.be,brussels,hotel,booking@restopersia.be
Pasta Divina,4.6,"2,160","Rue de la Montagne 16, 1000 Bruxelles",02 511 21 55,https://www.pastadivina.be,brussels,hotel,info@pastadivina.be
Beat restaurant & bar,4.1,753,"Rue de l'Enseignement 1, 1000 Bruxelles",0496 91 29 71,https://www.beatrestaurants.be,brussels,hotel,
La Table de Mus,4.6,579,"Pl. de la Vieille Halle aux Blés 31, 1000 Bruxelles",02 511 05 86,https://www.latabledemus.be,brussels,hotel,
Harvest,4.4,517,"Pl. du Samedi 14, 1000 Bruxelles",02 781 07 27,https://www.harvestrestaurantbruxelles.be,brussels,hotel,
Comme Chez Soi,4.6,655,"Pl. Rouppe 23, 1000 Bruxelles",02 512 29 21,https://www.commechezsoi.be,brussels,hotel,
Le Marmiton,4.5,"2,734","Galerie de la Reine 38, Rue des Bouchers 43, 1000 Bruxelles",02 511 79 10,https://www.lemarmiton.be,brussels,hotel,
l'Atelier de Willy,4.4,393,"Bd Emile Jacqmain 118, 1000 Bruxelles",0471 65 08 27,https://www.latelierdewilly.be,brussels,hotel,info@chez-willy.be
The Lobster House,4.7,"5,268","Rue des Bouchers 34, 1000 Bruxelles",02 502 20 16,https://www.thelobsterhouse.be,brussels,hotel,16lobsterhouse@live.frRue
Lexpress,4.5,"2,986","Rue des Chapeliers 8, 1000 Bruxelles",02 512 88 83,,brussels,hotel,
VIAGE Grill restaurant,3.6,28,"Bd Anspach 30, 1000 Bruxelles",02 300 01 00,https://www.viage.be,brussels,hotel,
Le Bistro - Porte de Hal,4.6,"4,769","Bd de Waterloo 138, 1000 Bruxelles",02 539 44 54,https://www.le-bistro.be,brussels,hotel,
Plaka,4.3,"3,053","Rue du Marché aux Fromages 6, 1000 Bruxelles",02 511 21 27,https://www.snackplaka.be,brussels,hotel,
Brussels Grill Debrouckere,4.0,"1,270","Pl. De Brouckère 19, 1000 Bruxelles",02 219 12 19,https://www.brussels-grill.be,brussels,hotel,
L’Ana Thème,4.5,262,"Rue de la Fourche 14, 1000 Bruxelles",0472 74 64 46,https://www.lanatheme.be,brussels,hotel,
Le Pêcheur,4.3,"1,775","Rue de la Fourche 33, 1000 Bruxelles",0487 73 02 62,https://www.lepecheurbrussels.com,brussels,hotel,
Restaurant de l'Ogenblik,4.2,561,"Galerie des Princes 1, 1000 Bruxelles",02 511 61 51,https://www.ogenblik.be,brussels,hotel,
GUS,4.8,325,"Rue des Cultes 36, 1000 Bruxelles",02 265 79 61,https://www.gus-brussels.be,brussels,hotel,
Le Chou de Bruxelles,4.6,"1,222","Rue de Florence 26, 1050 Bruxelles",02 537 69 95,https://www.lechoudebruxelles.be,brussels,hotel,
L'Ancien Bruxelles,4.1,449,"Rue des Renards 32, 1000 Bruxelles",02 513 91 55,https://www.ancienbruxelles.be,brussels,hotel,reservations@ancienbruxelles.be
Chez Léon,3.9,"10,921","Rue des Bouchers 18, 1000 Bruxelles",02 511 14 15,https://www.chezleon.be,brussels,hotel,welcome@leon1893.com
La Marée,4.6,741,"Rue de Flandre 99, 1000 Bruxelles",02 511 00 40,https://www.lamaree-sa.com,brussels,hotel,
Yummy Bowl,4.8,740,"Rue des Eperonniers 49, 1000 Bruxelles",02 265 18 02,https://www.yummybowl.be,brussels,hotel,
Chez Gudule,4.1,378,"Treurenberg 9, 1000 Bruxelles",02 733 66 68,https://www.chezgudule.be,brussels,hotel,
The blue,4.6,"2,527","Rue du Marché aux Fromages 18, 1000 Bruxelles",0486 65 96 75,,brussels,hotel,
Aux Armes de Bruxelles,4.2,"2,735","Rue des Bouchers 13, 1000 Bruxelles",02 511 55 50,https://www.auxarmesdebruxelles.com,brussels,hotel,welcome@adb1921.com
Le Bourgeois,2.8,518,"Rue des Bouchers 17, 1000 Bruxelles",,,brussels,hotel,
Le Rossini,4.6,247,"Bd Adolphe Max 7, 1000 Bruxelles",0487 84 67 83,https://www.restaurantlerossini.be,brussels,hotel,0487846783info@restaurantlerossini.be
SAN Sablon,4.5,342,"Rue Joseph Stevens 12, 1000 Bruxelles",02 512 42 12,https://www.sansablon.be,brussels,hotel,info@sansablon.be
SAN Sablon,4.5,342,"Rue Joseph Stevens 12, 1000 Bruxelles",02 512 42 12,https://www.sansablon.be,brussels,hotel,sophie@shd.group
Fin de Siècle,4.6,"5,775","Rue des Chartreux 9, 1000 Bruxelles",,https://www.findesiecle.be,brussels,hotel,
Restaurant Mozart,4.4,"1,497","Pt Rue des Bouchers 18/24, 1000 Bruxelles",0493 96 69 29,https://www.mozart-resto.be,brussels,hotel,
Hispania Brussels,4.5,296,"Rue Bodenbroek 2, 1000 Bruxelles",02 512 91 32,https://www.hispaniabrussels.com,brussels,hotel,
Cave du Roy,4.2,505,"Grand Place 14, 1000 Bruxelles",02 502 14 11,https://www.caveduroy.com,brussels,hotel,info@caveduroy.com
Bia Mara,4.5,"3,836","Rue du Marché aux Poulets 41, 1000 Bruxelles",02 502 00 61,https://www.biamara.com,brussels,hotel,
Restaurant Vincent,4.0,889,"Rue des Dominicains 8, 1000 Bruxelles",02 511 26 07,https://www.restaurantvincent.be,brussels,hotel,
De Bruxelles et d'Ailleurs,,,"Rue du Congrès 30, 1000 Bruxelles",02 203 26 29,,brussels,hotel,
Steak N'Chill Brussel,4.0,367,"Bd du Jardin Botanique 7, 1000 Bruxelles",02 675 55 51,https://www.steaknchillbrussels.be,brussels,hotel,
Brussels Grill Grand Place,3.9,"1,754","Rue du Marché aux Herbes 89, 1000 Bruxelles",02 503 17 22,https://www.brussels-grill.be,brussels,hotel,
Le Vismet,4.5,455,"Pl. Sainte-Catherine 23, 1000 Bruxelles",02 218 85 45,https://www.levismet.be,brussels,hotel,
Bocconi,4.2,472,"Rue de l'Amigo 1, 1000 Bruxelles",02 547 47 15,https://www.roccofortehotels.com,brussels,hotel,enquiries@roccofortehotels.com
